degradation_weight,position_weight,spearman_vs_0.4_0.6,spearman_p,topk10_overlap,topk48_overlap,topk96_overlap,mean_abs_norm_diff,score_mean,score_std
0.2,0.8,0.9927920221193655,0.0,0.9,0.9583333333333334,0.8854166666666666,0.023214332618697136,0.8104199928221403,1.1558758360843653
0.3,0.7,0.9988355922037484,0.0,1.0,0.9791666666666666,0.9583333333333334,0.011609023881261034,0.8452947862417574,1.1393407363052783
0.4,0.6,1.0,0.0,1.0,1.0,1.0,0.0,0.8801695796613745,1.1236994699170293
0.5,0.5,0.9986766200817725,0.0,1.0,0.9375,0.96875,0.011612740809334459,0.9150443730809916,1.1089898576205313
0.6,0.4,0.9923112711398822,0.0,0.9,0.875,0.9479166666666666,0.023229200332133583,0.9499191665006087,1.0952494374546995
0.7,0.3,0.9855977392871442,0.0,0.9,0.8333333333333334,0.9375,0.034849380354932256,0.984793959920226,1.082515116065684
0.8,0.2,0.9795134127386848,0.0,0.9,0.7916666666666666,0.9270833333333334,0.04647328266540996,1.019668753339843,1.0708227879078789
